Pokedex_number,Name,Abilities,Against_normal,Against_fire,Against_water,Against_electric,Against_grass,Against_ice,Against_fighting,Against_poison,Against_ground,Against_flying,Against_psychic,Against_bug,Against_rock,Against_ghost,Against_dragon,Against_dark,Against_steel,Against_fairy,Against_All Concat,Type_1,Type_2,Base_total,HP,Attack,Defense,Sp_attack,Sp_defense,Speed,Height_m,Weight_kg,Capture_rate,Generation
739,Crabrawler,"Hyper Cutter, Iron Fist, Anger Point",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,"1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2",fighting,,338,47,82,57,42,47,63,0.6,7,225,7
740,Crabominable,"Hyper Cutter, Iron Fist, Anger Point",1,2,1,1,1,0.5,2,1,1,2,2,0.5,1,1,1,0.5,2,2,"1,2,1,1,1,0.5,2,1,1,2,2,0.5,1,1,1,0.5,2,2",fighting,ice,478,97,132,77,62,67,43,1.7,180,60,7
741,Oricorio Baile Style,Dancer,1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5,"1,0.5,2,2,0.25,1,0.5,1,0,1,1,0.25,4,1,1,1,0.5,0.5",fire,flying,476,75,70,70,98,70,93,0.6,3.4,45,7
741,Oricorio Pom-Pom Style,Dancer,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1,"1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1",electric,flying,476,75,70,70,98,70,93,0.6,3.4,45,7
741,Oricorio Pau Style,Dancer,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1,"1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1",psychic,flying,476,75,70,70,98,70,93,0.6,3.4,45,7
741,Oricorio Sensu Style,Dancer,0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1,"0,1,1,2,0.5,2,0,0.5,0,1,1,0.25,2,2,1,2,1,1",ghost,flying,476,75,70,70,98,70,93,0.6,3.4,45,7
742,Cutiefly,"Honey Gather, Shield Dust, Sweet Veil",1,2,1,1,0.5,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1,"1,2,1,1,0.5,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1",bug,fairy,304,40,45,40,55,40,84,0.1,0.2,190,7
743,Ribombee,"Honey Gather, Shield Dust, Sweet Veil",1,2,1,1,0.5,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1,"1,2,1,1,0.5,1,0.25,2,0.5,2,1,0.5,2,1,0,0.5,2,1",bug,fairy,464,60,55,60,95,70,124,0.2,0.5,75,7
744,Rockruff,"Keen Eye, Vital Spirit, Steadfast, Own Tempo",0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,"0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1",rock,,280,45,65,40,30,40,60,0.5,9.2,190,7
745,Lycanroc,"Keen Eye, Sand Rush, Steadfast",0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,"0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1",rock,,487,75,115,65,55,65,112,0.8,25,90,7
745,Lycanroc,"Keen Eye, Vital Spirit, No Guard ",0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,"0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1",rock,,487,85,115,75,55,75,82,1.1,25,90,7
745,Lycanroc,Tough Claws,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,"0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1",rock,,487,75,117,65,55,65,110,0.8,25,90,7
746,Wishiwashi,Schooling,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,175,45,20,20,25,25,40,0.2,0.3,60,7
746,Wishiwashi,Schooling,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,620,45,140,130,140,135,30,8.2,78.6,60,7
747,Mareanie,"Merciless, Limber, Regenerator",1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5,"1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5",poison,water,305,50,53,62,43,52,45,0.4,8,190,7
748,Toxapex,"Merciless, Limber, Regenerator",1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5,"1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5",poison,water,495,50,63,152,53,142,35,0.7,14.5,75,7
749,Mudbray,"Own Tempo, Stamina, Inner Focus",1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,"1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1",ground,,385,70,100,70,45,55,45,1,110,190,7
750,Mudsdale,"Own Tempo, Stamina, Inner Focus",1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1,"1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1",ground,,500,100,125,100,55,85,35,2.5,920,60,7
751,Dewpider,"Water Bubble, Water Absorb",1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1,"1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1",water,bug,269,38,40,52,40,72,27,0.3,4,200,7
752,Araquanid,"Water Bubble, Water Absorb",1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1,"1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1",water,bug,454,68,70,92,50,132,42,1.8,82,100,7
753,Fomantis,"Leaf Guard, Contrary",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1",grass,,250,40,55,35,50,35,35,0.3,1.5,190,7
754,Lurantis,"Leaf Guard, Contrary",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1",grass,,480,70,105,90,80,90,45,0.9,18.5,75,7
755,Morelull,"Illuminate, Effect Spore, Rain Dish",1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,"1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1",grass,fairy,285,40,35,55,65,75,15,0.2,1.5,190,7
756,Shiinotic,"Illuminate, Effect Spore, Rain Dish",1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,"1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1",grass,fairy,405,60,45,80,90,100,30,1,11.5,75,7
757,Salandit,"Corrosion, Oblivious",1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25,"1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25",poison,fire,320,48,44,40,71,40,77,0.6,4.8,120,7
758,Salazzle,"Corrosion, Oblivious",1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25,"1,0.5,2,1,0.25,0.5,0.5,0.5,4,1,2,0.25,2,1,1,1,0.5,0.25",poison,fire,480,68,64,60,111,60,117,1.2,22.2,45,7
759,Stufful,"Fluffy, Klutz, Cute Charm",1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2,"1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2",normal,fighting,340,70,75,50,45,50,50,0.5,6.8,140,7
760,Bewear,"Fluffy, Klutz, Unnerve",1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2,"1,1,1,1,1,1,2,1,1,2,2,0.5,0.5,0,1,0.5,1,2",normal,fighting,500,120,125,80,55,60,60,2.1,135,70,7
761,Bounsweet,"Leaf Guard, Oblivious, Sweet Veil",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1",grass,,210,42,30,38,30,38,32,0.3,3.2,235,7
762,Steenee,"Leaf Guard, Oblivious, Sweet Veil",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1",grass,,290,52,40,48,40,48,62,0.7,8.2,120,7
763,Tsareena,"Leaf Guard, Queenly Majesty, Sweet Veil",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1",grass,,510,72,120,98,50,98,72,1.2,21.4,45,7
764,Comfey,"Flower Veil, Triage, Natural Cure",1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1,"1,1,1,1,1,1,0.5,2,1,1,1,0.5,1,1,0,0.5,2,1",fairy,,485,51,52,90,82,110,100,0.1,0.3,60,7
765,Oranguru,"Inner Focus, Telepathy, Symbiosis",1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1,"1,1,1,1,1,1,1,1,1,1,0.5,2,1,0,1,2,1,1",normal,psychic,490,90,60,80,90,110,60,1.5,76,45,7
766,Passimian,"Receiver, Defiant",1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,"1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2",fighting,,490,100,120,90,40,60,80,2,82.8,45,7
767,Wimpod,Wimp Out,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1,"1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1",bug,water,230,25,35,40,20,30,80,0.5,12,90,7
768,Golisopod,Emergency Exit,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1,"1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1",bug,water,530,75,125,140,60,90,40,2,108,45,7
769,Sandygast,"Water Compaction, Sand Veil",0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,"0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1",ghost,ground,320,55,55,80,70,45,15,0.5,70,140,7
770,Palossand,"Water Compaction, Sand Veil",0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1,"0,1,2,0,2,2,0,0.25,1,1,1,0.5,0.5,2,1,2,1,1",ghost,ground,480,85,75,110,100,75,35,1.3,250,60,7
771,Pyukumuku,"Innards Out, Unaware",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,410,55,60,130,30,130,5,0.3,1.2,60,7
772,Type: Null,Battle Armor,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,534,95,95,95,95,95,59,1.9,120.5,3,7
773,Silvally,RKS System,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,570,95,95,95,95,95,95,2.3,100.5,3,7
774,Minior Meteor Form,Shields Down,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,"0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1",rock,flying,440,60,60,100,60,100,60,0.3,40,30,7
774,Minior Core Form,Shields Down,0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1,"0.5,0.5,2,2,1,2,1,0.5,0,0.5,1,0.5,2,1,1,1,2,1",rock,flying,500,60,100,60,100,60,120,0.3,0.3,30,7
775,Komala,Comatose,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,480,65,115,65,75,95,65,0.4,19.9,45,7
776,Turtonator,Shell Armor,1,0.25,1,0.5,0.25,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1,"1,0.25,1,0.5,0.25,1,1,1,2,1,1,0.5,2,1,2,1,0.5,1",fire,dragon,485,60,78,135,91,85,36,2,212,70,7
777,Togedemaru,"Iron Barbs, Lightningrod, Sturdy",0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5,"0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5",electric,steel,435,65,98,63,40,73,96,0.3,3.3,180,7
778,Mimikyu,Disguise,0,1,1,1,1,1,0,1,1,1,1,0.25,1,2,0,1,2,1,"0,1,1,1,1,1,0,1,1,1,1,0.25,1,2,0,1,2,1",ghost,fairy,476,55,90,80,50,105,96,0.2,0.7,45,7
779,Bruxish,"Dazzling, Strong Jaw, Wonder Skin ",1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1,"1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1",water,psychic,475,68,105,70,70,70,92,0.9,19,80,7
780,Drampa,"Berserk, Sap Sipper, Cloud Nine",1,0.5,0.5,0.5,0.5,2,2,1,1,1,1,1,1,0,2,1,1,2,"1,0.5,0.5,0.5,0.5,2,2,1,1,1,1,1,1,0,2,1,1,2",normal,dragon,485,78,60,85,135,91,36,3,185,70,7
781,Dhelmise,Steelworker,0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1,"0,2,0.5,0.5,0.5,2,0,1,0.5,2,1,1,1,2,1,2,1,1",ghost,grass,517,70,131,100,86,90,40,3.9,210,25,7
782,Jangmo-o,"Bulletproof, Soundproof, Overcoat",1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2,"1,0.5,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,2,1,1,2",dragon,,300,45,55,65,45,45,45,0.6,29.7,45,7
783,Hakamo-o,"Bulletproof, Soundproof, Overcoat",1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4,"1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4",dragon,fighting,420,55,75,90,65,70,65,1.2,47,45,7
784,Kommo-o,"Bulletproof, Soundproof, Overcoat",1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4,"1,0.5,0.5,0.5,0.5,2,1,1,1,2,2,0.5,0.5,1,2,0.5,1,4",dragon,fighting,600,75,110,125,100,105,85,1.6,78.2,45,7
785,Tapu Koko,"Electric Surge, Telepathy",1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1,"1,1,1,0.5,1,1,0.5,2,2,0.5,1,0.5,1,1,0,0.5,1,1",electric,fairy,570,70,115,85,95,75,130,1.8,20.5,3,7
786,Tapu Lele,"Psychic Surge, Telepathy",1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,"1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1",psychic,fairy,570,70,85,75,130,115,95,1.2,18.6,3,7
787,Tapu Bulu,"Grassy Surge, Telepathy",1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1,"1,2,0.5,0.5,0.5,2,0.5,4,0.5,2,1,1,1,1,0,0.5,2,1",grass,fairy,570,70,130,115,85,95,75,1.9,45.5,3,7
788,Tapu Fini,"Misty Surge, Telepathy",1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1,"1,0.5,0.5,2,2,0.5,0.5,2,1,1,1,0.5,1,1,0,0.5,1,1",water,fairy,570,70,75,115,95,130,85,1.3,21.2,3,7
789,Cosmog,Unaware,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1",psychic,,200,43,29,31,29,31,37,0.2,0.1,45,7
790,Cosmoem,Sturdy,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1",psychic,,400,43,29,131,29,131,37,0.1,999.9,45,7
791,Solgaleo,Full Metal Body,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5,"0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.25,1,0.5,2,0.5,2,0.5,0.5",psychic,steel,680,137,137,107,113,89,97,3.4,230,45,7
792,Lunala,Shadow Shield,0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1,"0,1,1,1,1,1,0,0.5,1,1,0.5,1,1,4,1,4,1,1",psychic,ghost,680,137,113,89,137,107,97,4,120,45,7
793,Nihilego,Beast Boost,0.5,0.5,2,1,1,1,1,0.25,4,0.5,2,0.5,1,1,1,1,2,0.5,"0.5,0.5,2,1,1,1,1,0.25,4,0.5,2,0.5,1,1,1,1,2,0.5",rock,poison,570,109,53,47,127,131,103,1.2,55.5,45,7
794,Buzzwole,Beast Boost,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2,"1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2",bug,fighting,570,107,139,139,53,53,79,2.4,333.6,25,7
795,Pheromosa,Beast Boost,1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2,"1,2,1,1,0.5,1,0.5,1,0.5,4,2,0.5,1,1,1,0.5,1,2",bug,fighting,570,71,137,37,137,37,151,1.8,25,255,7
796,Xurkitree,Beast Boost,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,"1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1",electric,,570,83,89,71,173,71,83,3.8,100,30,7
797,Celesteela,Beast Boost,0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5,"0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5",steel,flying,570,97,101,103,107,101,61,9.2,999.9,25,7
798,Kartana,Beast Boost,0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5,"0.5,4,0.5,0.5,0.25,1,2,0,1,1,0.5,1,0.5,1,0.5,1,0.5,0.5",grass,steel,570,59,181,131,59,31,109,0.3,0.1,255,7
799,Guzzlord,Beast Boost,1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4,"1,0.5,0.5,0.5,0.5,2,2,1,1,1,0,2,1,0.5,2,0.5,1,4",dark,dragon,570,223,101,53,97,53,43,5.5,888,15,7
800,Necrozma,Prism Armor,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1,"1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1",psychic,,600,97,107,101,127,89,79,2.4,230,3,7
800,Dusk Mane Necrozma,Prism Armor,0.5,1.5,1,1,0.5,0.5,1,0,1.5,0.5,0.25,1,0.5,1.5,0.5,1.5,0.5,0.5,"0.5,1.5,1,1,0.5,0.5,1,0,1.5,0.5,0.25,1,0.5,1.5,0.5,1.5,0.5,0.5",psychic,steel,680,97,157,127,113,109,77,3.8,460,3,7
800,Dawn Wings Necrozma,Prism Armor,0,1,1,1,1,1,1,1,1,0,0.5,1,1,3,1,3,1,1,"0,1,1,1,1,1,1,1,1,0,0.5,1,1,3,1,3,1,1",psychic,ghost,680,97,113,109,157,127,77,4.2,350,3,7
800,Ultra Necrozma,Neuroforce,1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2,"1,0.5,0.5,0.5,0.5,2,0.5,1,1,1,0.5,2,1,2,2,2,1,2",psychic,dragon,754,97,167,97,167,97,129,7.5,230,3,7
801,Magearna,Soul-Heart,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5,"0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5",steel,fairy,600,80,95,115,130,115,65,1,80.5,3,7
802,Marshadow,Technician,0,1,1,1,1,1,0,0.5,1,2,2,0.25,0.5,2,1,1,1,2,"0,1,1,1,1,1,0,0.5,1,2,2,0.25,0.5,2,1,1,1,2",fighting,ghost,600,90,125,80,90,90,125,0.7,22.2,3,7
803,Poipole,Beast Boost,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5,"1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5",poison,,420,67,73,67,73,67,73,0.6,1.8,45,7
804,Naganadel,Beast Boost,0,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1,"0,0.5,0.5,0.5,0.25,2,0.5,0.5,2,1,2,0.5,1,1,2,1,1,1",poison,dragon,540,73,73,73,127,73,121,3.6,150,45,7
805,Stakataka,Beast Boost,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.25,1,1,0.5,"0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.25,1,1,0.5",rock,steel,570,61,131,211,53,101,13,5.5,820,30,7
806,Blacephalon,Beast Boost,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5,"0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5",fire,ghost,570,53,127,53,151,79,107,1.8,13,30,7
807,Zeraora,Volt Absorb,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,"1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1",electric,,600,88,112,75,102,80,143,1.5,44.5,3,7
808,Meltan,Magnet Pull,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,"0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5",steel,,300,46,65,65,55,35,34,0.2,8,3,7
809,Melmetal,Iron Fist,0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5,"0.5,2,1,1,0.5,0.5,2,0,2,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5",steel,,600,135,143,143,80,65,34,2.5,800,3,7
810,Grookey,"Overgrow, Grassy Surge",0,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"0,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1",grass,,310,50,65,50,40,40,65,0.3,5,45,8
811,Thwackey,"Overgrow, Grassy Surge",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1",grass,,420,70,85,70,55,60,80,0.7,14,45,8
812,Rillaboom,"Overgrow, Grassy Surge",1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,"1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1",grass,,530,100,125,90,60,70,85,2.1,90,45,8
813,Scorbunny," Blaze, Libero",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5",fire,,310,50,71,40,40,40,69,0.3,4.5,45,8
814,Raboot," Blaze, Libero",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5",fire,,420,65,86,60,55,60,94,0.6,9,45,8
815,Cinderace," Blaze, Libero",1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,"1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5",fire,,530,80,116,75,65,75,119,1.4,33,45,8
816,Sobble,"Torrent, Sniper",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,310,50,40,40,70,40,70,0.3,4,45,8
817,Drizzile,"Torrent, Sniper",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,420,65,60,55,95,55,90,0.7,11.5,45,8
818,Inteleon,"Torrent, Sniper",1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,"1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1",water,,530,70,85,65,125,65,120,1.9,45.2,45,8
819,Skwovet," Cheek Pouch, Gluttony",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,275,70,55,55,35,35,25,0.3,2.5,255,8
820,Greedent," Cheek Pouch, Gluttony",1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,"1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1",normal,,460,120,95,95,55,75,20,0.6,6,90,8
821,Rookidee,"Keen Eye, Unnerve, Big Pecks",1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1,"1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1",flying,,256,38,47,35,44,35,57,0.2,1.8,255,8
822,Corvisquire,"Keen Eye, Unnerve, Big Pecks",1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1,"1,1,1,2,0.5,2,0.5,1,0,1,1,0.5,2,1,1,1,1,1",flying,,365,68,67,55,43,55,77,0.8,16,120,8
823,Corviknight,"Keen Eye, Unnerve, Big Pecks",0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5,"0.5,2,1,2,0.25,1,1,0,0,0.5,0.5,0.25,1,1,0.5,1,0.5,0.5",flying,steel,495,98,87,105,53,85,67,2.2,75,45,8
824,Blipbug,"Swarm, Compound Eyes, Telepathy",1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,"1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1",bug,,180,25,20,20,25,45,45,0.4,8,255,8
